Ex_ID,Best_cost,Constr_cost,Travel_time,Best_lane,Best_station,Best_iter,CPU_time,TM,SM,LO,L1,L2,L3,L4,L5,L6,L7,bike flow,acc_time,total_generations
Ex 1,79526121.53651229,0,3976.306076825614,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0],0,300.25694155693054,"{'L0': {'L0': 1, 'L1': 1, 'L2': 1, 'L3': 1, 'L4': 1, 'L5': 1, 'L6': 1, 'L7': 1}, 'L1': {'L0': 1, 'L1': 1, 'L2': 1, 'L3': 1, 'L4': 1, 'L5': 1, 'L6': 1, 'L7': 1}, 'L2': {'L0': 1, 'L1': 1, 'L2': 1, 'L3': 1, 'L4': 1, 'L5': 1, 'L6': 1, 'L7': 1}, 'L3': {'L0': 1, 'L1': 1, 'L2': 1, 'L3': 1, 'L4': 1, 'L5': 1, 'L6': 1, 'L7': 1}, 'L4': {'L0': 1, 'L1': 1, 'L2': 1, 'L3': 1, 'L4': 1, 'L5': 1, 'L6': 1, 'L7': 1}, 'L5': {'L0': 1, 'L1': 1, 'L2': 1, 'L3': 1, 'L4': 1, 'L5': 1, 'L6': 1, 'L7': 1}, 'L6': {'L0': 1, 'L1': 1, 'L2': 1, 'L3': 1, 'L4': 1, 'L5': 1, 'L6': 1, 'L7': 1}, 'L7': {'L0': 1, 'L1': 1, 'L2': 1, 'L3': 1, 'L4': 1, 'L5': 1, 'L6': 1, 'L7': 1}}","{'L0': {'CONTINUE': 1, 'STOP': 1}, 'L1': {'CONTINUE': 1, 'STOP': 1}, 'L2': {'CONTINUE': 1, 'STOP': 1}, 'L3': {'CONTINUE': 1, 'STOP': 1}, 'L4': {'CONTINUE': 1, 'STOP': 1}, 'L5': {'CONTINUE': 1, 'STOP': 1}, 'L6': {'CONTINUE': 1, 'STOP': 1}, 'L7': {'CONTINUE': 1, 'STOP': 1}}",607,671,661,646,686,638,671,402,"{'N001': {'N002': 0, 'N003': 0}, 'N004': {'N002': 0, 'N003': 0}}",[0],1677
Ex 1,79526121.53651229,0,3976.306076825614,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0],0,300.25722002983093,"{'L0': {'L0': 1, 'L1': 1, 'L2': 1, 'L3': 1, 'L4': 1, 'L5': 1, 'L6': 1, 'L7': 1}, 'L1': {'L0': 1, 'L1': 1, 'L2': 1, 'L3': 1, 'L4': 1, 'L5': 1, 'L6': 1, 'L7': 1}, 'L2': {'L0': 1, 'L1': 1, 'L2': 1, 'L3': 1, 'L4': 1, 'L5': 1, 'L6': 1, 'L7': 1}, 'L3': {'L0': 1, 'L1': 1, 'L2': 1, 'L3': 1, 'L4': 1, 'L5': 1, 'L6': 1, 'L7': 1}, 'L4': {'L0': 1, 'L1': 1, 'L2': 1, 'L3': 1, 'L4': 1, 'L5': 1, 'L6': 1, 'L7': 1}, 'L5': {'L0': 1, 'L1': 1, 'L2': 1, 'L3': 1, 'L4': 1, 'L5': 1, 'L6': 1, 'L7': 1}, 'L6': {'L0': 1, 'L1': 1, 'L2': 1, 'L3': 1, 'L4': 1, 'L5': 1, 'L6': 1, 'L7': 1}, 'L7': {'L0': 1, 'L1': 1, 'L2': 1, 'L3': 1, 'L4': 1, 'L5': 1, 'L6': 1, 'L7': 1}}","{'L0': {'CONTINUE': 1, 'STOP': 1}, 'L1': {'CONTINUE': 1, 'STOP': 1}, 'L2': {'CONTINUE': 1, 'STOP': 1}, 'L3': {'CONTINUE': 1, 'STOP': 1}, 'L4': {'CONTINUE': 1, 'STOP': 1}, 'L5': {'CONTINUE': 1, 'STOP': 1}, 'L6': {'CONTINUE': 1, 'STOP': 1}, 'L7': {'CONTINUE': 1, 'STOP': 1}}",645,645,639,637,638,640,664,411,"{'N001': {'N002': 0, 'N003': 0}, 'N004': {'N002': 0, 'N003': 0}}",[0],1623
Ex 1,79526121.53651229,0,3976.306076825614,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0],0,300.36637115478516,"{'L0': {'L0': 1, 'L1': 1, 'L2': 1, 'L3': 1, 'L4': 1, 'L5': 1, 'L6': 1, 'L7': 1}, 'L1': {'L0': 1, 'L1': 1, 'L2': 1, 'L3': 1, 'L4': 1, 'L5': 1, 'L6': 1, 'L7': 1}, 'L2': {'L0': 1, 'L1': 1, 'L2': 1, 'L3': 1, 'L4': 1, 'L5': 1, 'L6': 1, 'L7': 1}, 'L3': {'L0': 1, 'L1': 1, 'L2': 1, 'L3': 1, 'L4': 1, 'L5': 1, 'L6': 1, 'L7': 1}, 'L4': {'L0': 1, 'L1': 1, 'L2': 1, 'L3': 1, 'L4': 1, 'L5': 1, 'L6': 1, 'L7': 1}, 'L5': {'L0': 1, 'L1': 1, 'L2': 1, 'L3': 1, 'L4': 1, 'L5': 1, 'L6': 1, 'L7': 1}, 'L6': {'L0': 1, 'L1': 1, 'L2': 1, 'L3': 1, 'L4': 1, 'L5': 1, 'L6': 1, 'L7': 1}, 'L7': {'L0': 1, 'L1': 1, 'L2': 1, 'L3': 1, 'L4': 1, 'L5': 1, 'L6': 1, 'L7': 1}}","{'L0': {'CONTINUE': 1, 'STOP': 1}, 'L1': {'CONTINUE': 1, 'STOP': 1}, 'L2': {'CONTINUE': 1, 'STOP': 1}, 'L3': {'CONTINUE': 1, 'STOP': 1}, 'L4': {'CONTINUE': 1, 'STOP': 1}, 'L5': {'CONTINUE': 1, 'STOP': 1}, 'L6': {'CONTINUE': 1, 'STOP': 1}, 'L7': {'CONTINUE': 1, 'STOP': 1}}",664,634,667,642,644,679,672,426,"{'N001': {'N002': 0, 'N003': 0}, 'N004': {'N002': 0, 'N003': 0}}",[0],1655
Ex 1,79526121.53651229,0,3976.306076825614,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0],0,300.22597217559814,"{'L0': {'L0': 1, 'L1': 1, 'L2': 1, 'L3': 1, 'L4': 1, 'L5': 1, 'L6': 1, 'L7': 1}, 'L1': {'L0': 1, 'L1': 1, 'L2': 1, 'L3': 1, 'L4': 1, 'L5': 1, 'L6': 1, 'L7': 1}, 'L2': {'L0': 1, 'L1': 1, 'L2': 1, 'L3': 1, 'L4': 1, 'L5': 1, 'L6': 1, 'L7': 1}, 'L3': {'L0': 1, 'L1': 1, 'L2': 1, 'L3': 1, 'L4': 1, 'L5': 1, 'L6': 1, 'L7': 1}, 'L4': {'L0': 1, 'L1': 1, 'L2': 1, 'L3': 1, 'L4': 1, 'L5': 1, 'L6': 1, 'L7': 1}, 'L5': {'L0': 1, 'L1': 1, 'L2': 1, 'L3': 1, 'L4': 1, 'L5': 1, 'L6': 1, 'L7': 1}, 'L6': {'L0': 1, 'L1': 1, 'L2': 1, 'L3': 1, 'L4': 1, 'L5': 1, 'L6': 1, 'L7': 1}, 'L7': {'L0': 1, 'L1': 1, 'L2': 1, 'L3': 1, 'L4': 1, 'L5': 1, 'L6': 1, 'L7': 1}}","{'L0': {'CONTINUE': 1, 'STOP': 1}, 'L1': {'CONTINUE': 1, 'STOP': 1}, 'L2': {'CONTINUE': 1, 'STOP': 1}, 'L3': {'CONTINUE': 1, 'STOP': 1}, 'L4': {'CONTINUE': 1, 'STOP': 1}, 'L5': {'CONTINUE': 1, 'STOP': 1}, 'L6': {'CONTINUE': 1, 'STOP': 1}, 'L7': {'CONTINUE': 1, 'STOP': 1}}",657,666,625,653,654,681,699,414,"{'N001': {'N002': 0, 'N003': 0}, 'N004': {'N002': 0, 'N003': 0}}",[0],1666
Ex 1,79526121.53651229,0,3976.306076825614,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0],0,300.2258598804474,"{'L0': {'L0': 1, 'L1': 1, 'L2': 1, 'L3': 1, 'L4': 1, 'L5': 1, 'L6': 1, 'L7': 1}, 'L1': {'L0': 1, 'L1': 1, 'L2': 1, 'L3': 1, 'L4': 1, 'L5': 1, 'L6': 1, 'L7': 1}, 'L2': {'L0': 1, 'L1': 1, 'L2': 1, 'L3': 1, 'L4': 1, 'L5': 1, 'L6': 1, 'L7': 1}, 'L3': {'L0': 1, 'L1': 1, 'L2': 1, 'L3': 1, 'L4': 1, 'L5': 1, 'L6': 1, 'L7': 1}, 'L4': {'L0': 1, 'L1': 1, 'L2': 1, 'L3': 1, 'L4': 1, 'L5': 1, 'L6': 1, 'L7': 1}, 'L5': {'L0': 1, 'L1': 1, 'L2': 1, 'L3': 1, 'L4': 1, 'L5': 1, 'L6': 1, 'L7': 1}, 'L6': {'L0': 1, 'L1': 1, 'L2': 1, 'L3': 1, 'L4': 1, 'L5': 1, 'L6': 1, 'L7': 1}, 'L7': {'L0': 1, 'L1': 1, 'L2': 1, 'L3': 1, 'L4': 1, 'L5': 1, 'L6': 1, 'L7': 1}}","{'L0': {'CONTINUE': 1, 'STOP': 1}, 'L1': {'CONTINUE': 1, 'STOP': 1}, 'L2': {'CONTINUE': 1, 'STOP': 1}, 'L3': {'CONTINUE': 1, 'STOP': 1}, 'L4': {'CONTINUE': 1, 'STOP': 1}, 'L5': {'CONTINUE': 1, 'STOP': 1}, 'L6': {'CONTINUE': 1, 'STOP': 1}, 'L7': {'CONTINUE': 1, 'STOP': 1}}",687,665,632,675,700,655,620,417,"{'N001': {'N002': 0, 'N003': 0}, 'N004': {'N002': 0, 'N003': 0}}",[0],1678
Ex 1,79526121.53651229,0,3976.306076825614,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0],0,300.25702357292175,"{'L0': {'L0': 1, 'L1': 1, 'L2': 1, 'L3': 1, 'L4': 1, 'L5': 1, 'L6': 1, 'L7': 1}, 'L1': {'L0': 1, 'L1': 1, 'L2': 1, 'L3': 1, 'L4': 1, 'L5': 1, 'L6': 1, 'L7': 1}, 'L2': {'L0': 1, 'L1': 1, 'L2': 1, 'L3': 1, 'L4': 1, 'L5': 1, 'L6': 1, 'L7': 1}, 'L3': {'L0': 1, 'L1': 1, 'L2': 1, 'L3': 1, 'L4': 1, 'L5': 1, 'L6': 1, 'L7': 1}, 'L4': {'L0': 1, 'L1': 1, 'L2': 1, 'L3': 1, 'L4': 1, 'L5': 1, 'L6': 1, 'L7': 1}, 'L5': {'L0': 1, 'L1': 1, 'L2': 1, 'L3': 1, 'L4': 1, 'L5': 1, 'L6': 1, 'L7': 1}, 'L6': {'L0': 1, 'L1': 1, 'L2': 1, 'L3': 1, 'L4': 1, 'L5': 1, 'L6': 1, 'L7': 1}, 'L7': {'L0': 1, 'L1': 1, 'L2': 1, 'L3': 1, 'L4': 1, 'L5': 1, 'L6': 1, 'L7': 1}}","{'L0': {'CONTINUE': 1, 'STOP': 1}, 'L1': {'CONTINUE': 1, 'STOP': 1}, 'L2': {'CONTINUE': 1, 'STOP': 1}, 'L3': {'CONTINUE': 1, 'STOP': 1}, 'L4': {'CONTINUE': 1, 'STOP': 1}, 'L5': {'CONTINUE': 1, 'STOP': 1}, 'L6': {'CONTINUE': 1, 'STOP': 1}, 'L7': {'CONTINUE': 1, 'STOP': 1}}",663,621,670,612,663,677,659,409,"{'N001': {'N002': 0, 'N003': 0}, 'N004': {'N002': 0, 'N003': 0}}",[0],1662
Ex 1,79526121.53651229,0,3976.306076825614,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0],0,300.2570595741272,"{'L0': {'L0': 1, 'L1': 1, 'L2': 1, 'L3': 1, 'L4': 1, 'L5': 1, 'L6': 1, 'L7': 1}, 'L1': {'L0': 1, 'L1': 1, 'L2': 1, 'L3': 1, 'L4': 1, 'L5': 1, 'L6': 1, 'L7': 1}, 'L2': {'L0': 1, 'L1': 1, 'L2': 1, 'L3': 1, 'L4': 1, 'L5': 1, 'L6': 1, 'L7': 1}, 'L3': {'L0': 1, 'L1': 1, 'L2': 1, 'L3': 1, 'L4': 1, 'L5': 1, 'L6': 1, 'L7': 1}, 'L4': {'L0': 1, 'L1': 1, 'L2': 1, 'L3': 1, 'L4': 1, 'L5': 1, 'L6': 1, 'L7': 1}, 'L5': {'L0': 1, 'L1': 1, 'L2': 1, 'L3': 1, 'L4': 1, 'L5': 1, 'L6': 1, 'L7': 1}, 'L6': {'L0': 1, 'L1': 1, 'L2': 1, 'L3': 1, 'L4': 1, 'L5': 1, 'L6': 1, 'L7': 1}, 'L7': {'L0': 1, 'L1': 1, 'L2': 1, 'L3': 1, 'L4': 1, 'L5': 1, 'L6': 1, 'L7': 1}}","{'L0': {'CONTINUE': 1, 'STOP': 1}, 'L1': {'CONTINUE': 1, 'STOP': 1}, 'L2': {'CONTINUE': 1, 'STOP': 1}, 'L3': {'CONTINUE': 1, 'STOP': 1}, 'L4': {'CONTINUE': 1, 'STOP': 1}, 'L5': {'CONTINUE': 1, 'STOP': 1}, 'L6': {'CONTINUE': 1, 'STOP': 1}, 'L7': {'CONTINUE': 1, 'STOP': 1}}",671,670,646,679,696,652,638,443,"{'N001': {'N002': 0, 'N003': 0}, 'N004': {'N002': 0, 'N003': 0}}",[0],1687
Ex 1,79526121.53651229,0,3976.306076825614,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0],0,300.1945333480835,"{'L0': {'L0': 1, 'L1': 1, 'L2': 1, 'L3': 1, 'L4': 1, 'L5': 1, 'L6': 1, 'L7': 1}, 'L1': {'L0': 1, 'L1': 1, 'L2': 1, 'L3': 1, 'L4': 1, 'L5': 1, 'L6': 1, 'L7': 1}, 'L2': {'L0': 1, 'L1': 1, 'L2': 1, 'L3': 1, 'L4': 1, 'L5': 1, 'L6': 1, 'L7': 1}, 'L3': {'L0': 1, 'L1': 1, 'L2': 1, 'L3': 1, 'L4': 1, 'L5': 1, 'L6': 1, 'L7': 1}, 'L4': {'L0': 1, 'L1': 1, 'L2': 1, 'L3': 1, 'L4': 1, 'L5': 1, 'L6': 1, 'L7': 1}, 'L5': {'L0': 1, 'L1': 1, 'L2': 1, 'L3': 1, 'L4': 1, 'L5': 1, 'L6': 1, 'L7': 1}, 'L6': {'L0': 1, 'L1': 1, 'L2': 1, 'L3': 1, 'L4': 1, 'L5': 1, 'L6': 1, 'L7': 1}, 'L7': {'L0': 1, 'L1': 1, 'L2': 1, 'L3': 1, 'L4': 1, 'L5': 1, 'L6': 1, 'L7': 1}}","{'L0': {'CONTINUE': 1, 'STOP': 1}, 'L1': {'CONTINUE': 1, 'STOP': 1}, 'L2': {'CONTINUE': 1, 'STOP': 1}, 'L3': {'CONTINUE': 1, 'STOP': 1}, 'L4': {'CONTINUE': 1, 'STOP': 1}, 'L5': {'CONTINUE': 1, 'STOP': 1}, 'L6': {'CONTINUE': 1, 'STOP': 1}, 'L7': {'CONTINUE': 1, 'STOP': 1}}",690,625,637,689,677,631,641,411,"{'N001': {'N002': 0, 'N003': 0}, 'N004': {'N002': 0, 'N003': 0}}",[0],1700
Ex 1,79526121.53651229,0,3976.306076825614,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0],0,300.210156917572,"{'L0': {'L0': 1, 'L1': 1, 'L2': 1, 'L3': 1, 'L4': 1, 'L5': 1, 'L6': 1, 'L7': 1}, 'L1': {'L0': 1, 'L1': 1, 'L2': 1, 'L3': 1, 'L4': 1, 'L5': 1, 'L6': 1, 'L7': 1}, 'L2': {'L0': 1, 'L1': 1, 'L2': 1, 'L3': 1, 'L4': 1, 'L5': 1, 'L6': 1, 'L7': 1}, 'L3': {'L0': 1, 'L1': 1, 'L2': 1, 'L3': 1, 'L4': 1, 'L5': 1, 'L6': 1, 'L7': 1}, 'L4': {'L0': 1, 'L1': 1, 'L2': 1, 'L3': 1, 'L4': 1, 'L5': 1, 'L6': 1, 'L7': 1}, 'L5': {'L0': 1, 'L1': 1, 'L2': 1, 'L3': 1, 'L4': 1, 'L5': 1, 'L6': 1, 'L7': 1}, 'L6': {'L0': 1, 'L1': 1, 'L2': 1, 'L3': 1, 'L4': 1, 'L5': 1, 'L6': 1, 'L7': 1}, 'L7': {'L0': 1, 'L1': 1, 'L2': 1, 'L3': 1, 'L4': 1, 'L5': 1, 'L6': 1, 'L7': 1}}","{'L0': {'CONTINUE': 1, 'STOP': 1}, 'L1': {'CONTINUE': 1, 'STOP': 1}, 'L2': {'CONTINUE': 1, 'STOP': 1}, 'L3': {'CONTINUE': 1, 'STOP': 1}, 'L4': {'CONTINUE': 1, 'STOP': 1}, 'L5': {'CONTINUE': 1, 'STOP': 1}, 'L6': {'CONTINUE': 1, 'STOP': 1}, 'L7': {'CONTINUE': 1, 'STOP': 1}}",654,648,654,633,682,651,613,382,"{'N001': {'N002': 0, 'N003': 0}, 'N004': {'N002': 0, 'N003': 0}}",[0],1654
Ex 1,79526121.53651229,0,3976.306076825614,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0],0,300.3195073604584,"{'L0': {'L0': 1, 'L1': 1, 'L2': 1, 'L3': 1, 'L4': 1, 'L5': 1, 'L6': 1, 'L7': 1}, 'L1': {'L0': 1, 'L1': 1, 'L2': 1, 'L3': 1, 'L4': 1, 'L5': 1, 'L6': 1, 'L7': 1}, 'L2': {'L0': 1, 'L1': 1, 'L2': 1, 'L3': 1, 'L4': 1, 'L5': 1, 'L6': 1, 'L7': 1}, 'L3': {'L0': 1, 'L1': 1, 'L2': 1, 'L3': 1, 'L4': 1, 'L5': 1, 'L6': 1, 'L7': 1}, 'L4': {'L0': 1, 'L1': 1, 'L2': 1, 'L3': 1, 'L4': 1, 'L5': 1, 'L6': 1, 'L7': 1}, 'L5': {'L0': 1, 'L1': 1, 'L2': 1, 'L3': 1, 'L4': 1, 'L5': 1, 'L6': 1, 'L7': 1}, 'L6': {'L0': 1, 'L1': 1, 'L2': 1, 'L3': 1, 'L4': 1, 'L5': 1, 'L6': 1, 'L7': 1}, 'L7': {'L0': 1, 'L1': 1, 'L2': 1, 'L3': 1, 'L4': 1, 'L5': 1, 'L6': 1, 'L7': 1}}","{'L0': {'CONTINUE': 1, 'STOP': 1}, 'L1': {'CONTINUE': 1, 'STOP': 1}, 'L2': {'CONTINUE': 1, 'STOP': 1}, 'L3': {'CONTINUE': 1, 'STOP': 1}, 'L4': {'CONTINUE': 1, 'STOP': 1}, 'L5': {'CONTINUE': 1, 'STOP': 1}, 'L6': {'CONTINUE': 1, 'STOP': 1}, 'L7': {'CONTINUE': 1, 'STOP': 1}}",676,649,657,617,668,675,669,417,"{'N001': {'N002': 0, 'N003': 0}, 'N004': {'N002': 0, 'N003': 0}}",[0],1659
